City ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date,City ID
282,al ghayzah,16.2079,52.176,25.48,72,59,2.31,YE,2024-04-02,79700
283,la mira,18.035,-102.3266,27.57,65,96,5.23,MX,2024-04-02,4026082
284,kununurra,-15.7667,128.7333,26.99,78,100,4.63,AU,2024-04-02,2068110
285,linxi,39.7,118.4333,11.69,27,100,5.36,CN,2024-04-02,1803334
286,san antonio de pale,-1.4014,5.6325,28.76,75,80,2.31,GQ,2024-04-02,2306774
287,alofi,-19.0595,-169.9187,29.94,74,75,7.2,NU,2024-04-02,4036284
288,kavieng,-2.5744,150.7967,28.91,76,100,4.81,PG,2024-04-02,2094342
289,gateway,26.5776,-81.7504,26.39,73,0,5.66,US,2024-04-02,4156601
290,charata,-27.2144,-61.188,27.05,64,82,2.57,AR,2024-04-02,3861678
291,ugoofaaru,5.6667,73.0,28.62,70,86,1.11,MV,2024-04-02,1337619
292,yemetsk,63.4721,41.7941,-6.71,77,99,4.08,RU,2024-04-02,467539
293,kedainiai,55.2883,23.9747,6.6,75,100,7.55,LT,2024-04-02,598272
294,porto-vecchio,41.591,9.2795,10.81,76,0,6.17,FR,2024-04-02,2985947
295,formosa do rio preto,-11.0483,-45.1931,24.72,78,91,0.38,BR,2024-04-02,3463124
296,altos del rosario,8.7944,-74.1658,32.13,52,69,1.5,CO,2024-04-02,3792378
297,anchorage,61.2181,-149.9003,-2.18,59,100,3.09,US,2024-04-02,5879400
298,lobito,-12.3481,13.5456,26.58,84,94,2.53,AO,2024-04-02,3347939
299,tutong,4.8,114.65,25.57,92,11,1.95,BN,2024-04-02,1820071
300,meadow lake,34.8014,-106.5436,14.63,29,31,4.71,US,2024-04-02,5478673
301,leava,-14.3,-178.1667,28.98,82,100,9.58,WF,2024-04-02,4034778
302,ketchikan,55.3422,-131.6461,5.2,87,100,7.72,US,2024-04-02,5554428
303,punta del este,-34.9667,-54.95,17.43,71,0,3.09,UY,2024-04-02,3440939
304,dinghaicun,26.2847,119.7936,22.51,96,51,4.31,CN,2024-04-02,1812805
305,dinkelscherben,48.3483,10.5889,4.72,89,60,3.06,DE,2024-04-02,2936885
306,isangel,-19.55,169.2667,29.06,74,75,3.6,VU,2024-04-02,2136825
307,flying fish cove,-10.4217,105.6791,26.82,89,75,5.14,CX,2024-04-02,2078127
308,tevriz,57.509,72.4042,0.49,92,98,4.21,RU,2024-04-02,1489661
309,belomorsk,64.5232,34.7668,-5.78,78,99,5.05,RU,2024-04-02,577922
310,lima duarte,-21.8425,-43.7931,20.14,91,95,0.93,BR,2024-04-02,3458591
311,onsong,42.9572,129.9933,4.92,55,49,1.54,KP,2024-04-02,2042267
312,hithadhoo,-0.6,73.0833,28.33,74,78,1.03,MV,2024-04-02,1282256
313,san rafael del sur,11.8485,-86.4384,34.54,48,1,2.85,NI,2024-04-02,3616594
314,choibalsan,48.0667,114.5,-10.33,73,3,3.76,MN,2024-04-02,2032054
315,soncino,45.4001,9.8698,11.23,63,53,0.6,IT,2024-04-02,3166399
316,sinabang,2.4803,96.3801,27.17,80,100,1.04,ID,2024-04-02,1213721
317,xichang,27.8964,102.2634,15.21,62,64,1.49,CN,2024-04-02,1789647
318,tokar,18.4254,37.729,27.15,83,91,3.2,SD,2024-04-02,366323
319,kerema,-7.9631,145.7785,28.21,74,87,1.45,PG,2024-04-02,2094144
320,qamdo,31.1667,97.2333,-1.7,66,95,2.75,CN,2024-04-02,1280281
321,quibala,-10.7337,14.98,18.95,97,100,0.93,AO,2024-04-02,3346598
322,lucea,18.451,-78.1736,27.14,79,100,2.36,JM,2024-04-02,3489657
323,vicente guerrero,19.1194,-98.1708,24.7,23,71,7.59,MX,2024-04-02,3815453
324,hays,30.0502,-98.0336,19.93,45,5,3.58,US,2024-04-02,4696788
325,ust'-kut,56.7938,105.7672,-14.33,97,85,1.32,RU,2024-04-02,2013923
326,palikir - national government center,6.9248,158.1611,29.41,70,100,7.72,FM,2024-04-02,2081986
327,olinda,-8.0089,-34.8553,29.85,79,75,3.6,BR,2024-04-02,3393536
328,santiago de cao,-7.9589,-79.2392,22.07,83,75,4.63,PE,2024-04-02,3692073
329,sankt veit an der glan,46.7681,14.3603,4.6,93,30,2.06,AT,2024-04-02,2766359
330,hasaki,35.7333,140.8333,13.22,72,100,2.96,JP,2024-04-02,2112802
331,nampula,-15.1165,39.2666,23.97,94,75,2.57,MZ,2024-04-02,1033356
332,bondo,3.8146,23.6866,23.63,81,99,2.05,CD,2024-04-02,218253
333,usol'ye,59.4268,56.6808,3.67,99,100,3.27,RU,2024-04-02,478269
334,lugovoy,42.9472,72.7644,7.05,66,89,0.65,KZ,2024-04-02,1521293
335,kabala,9.5833,-11.55,26.6,65,40,3.28,SL,2024-04-02,2408329
336,san pedro pochutla,15.7333,-96.4667,29.84,55,100,5.56,MX,2024-04-02,3517970
337,khandyga,62.6667,135.6,-12.57,95,100,0.74,RU,2024-04-02,2022773
338,paramirim,-13.4425,-42.2389,23.9,79,80,0.8,BR,2024-04-02,3455082
339,vadso,70.0744,29.7487,-11.91,79,96,5.66,NO,2024-04-02,777073
340,doka,13.5167,35.7667,29.51,18,99,1.73,SD,2024-04-02,376332
341,karratha,-20.7377,116.8463,30.88,35,56,9.8,AU,2024-04-02,6620339
342,villa regina,-39.1,-67.0667,21.1,15,100,4.47,AR,2024-04-02,3832647
343,santa ana,33.7456,-117.8678,23.34,52,20,4.63,US,2024-04-02,5392900
344,greymouth,-42.4667,171.2,14.05,81,100,1.41,NZ,2024-04-02,2206895
345,kodaikanal,10.2333,77.4833,12.98,95,89,1.29,IN,2024-04-02,1266425
346,fukuecho,32.6881,128.8419,19.2,94,100,5.14,JP,2024-04-02,1863997
347,cloverdale,38.8055,-123.0172,22.76,42,0,2.68,US,2024-04-02,5338104
348,aurich,53.4667,7.4833,9.11,95,83,2.06,DE,2024-04-02,2954006
349,mitu,1.1983,-70.1733,24.82,95,87,0.6,CO,2024-04-02,3674676
350,krasnoturansk,54.3186,91.5639,0.69,93,100,1.34,RU,2024-04-02,1502063
351,tongchuanshi,35.0806,109.0897,11.47,77,98,3.47,CN,2024-04-02,1795196
352,walvis bay,-22.9575,14.5053,14.53,94,1,2.06,NA,2024-04-02,3359638
353,happy valley-goose bay,53.3168,-60.3315,1.17,75,75,5.14,CA,2024-04-02,5970458
354,erdenet,49.0333,104.0833,-4.39,54,5,1.66,MN,2024-04-02,2031405
355,galliano,29.4422,-90.2992,24.95,83,100,7.2,US,2024-04-02,4325424
356,acapulco de juarez,16.8634,-99.8901,27.9,74,0,6.17,MX,2024-04-02,3533462
357,fortaleza,-3.7227,-38.5247,29.07,79,0,2.06,BR,2024-04-02,6320062
358,kavaratti,10.5669,72.642,28.45,74,79,2.43,IN,2024-04-02,1267390
359,coron,11.9986,120.2043,27.07,80,9,6.52,PH,2024-04-02,1716834
360,zambezi,-13.5432,23.1047,18.97,91,94,1.8,ZM,2024-04-02,895953
361,mount gambier,-37.8333,140.7667,14.05,83,96,3.3,AU,2024-04-02,2156643
362,akureyri,65.6835,-18.0878,-10.04,79,0,3.09,IS,2024-04-02,2633274
363,urussu,54.5981,53.4631,7.1,86,38,3.96,RU,2024-04-02,478565
364,saint-pierre,-21.3393,55.4781,24.82,78,0,12.86,RE,2024-04-02,935214
365,sona,45.4388,10.8255,8.65,78,0,2.06,IT,2024-04-02,3166400
366,gorontalo,0.5412,123.0595,25.03,88,71,1.42,ID,2024-04-02,1643837
367,arenapolis,-14.4503,-56.8461,25.75,83,78,1.17,BR,2024-04-02,3471551
368,emerald,-23.5333,148.1667,26.86,67,0,3.86,AU,2024-04-02,2167426
369,hancheng,32.5186,112.3522,13.26,91,98,2.2,CN,2024-04-02,1788522
370,sur,22.5667,59.5289,26.42,46,91,2.08,OM,2024-04-02,286245
371,nantucket,41.2835,-70.0995,5.1,83,100,5.14,US,2024-04-02,4944903
372,morristown,36.214,-83.2949,22.92,69,0,1.54,US,2024-04-02,4642938
373,peace river,56.2501,-117.286,16.17,33,100,6.17,CA,2024-04-02,6100069
374,wotho,10.1657,166.0102,27.04,79,100,7.75,MH,2024-04-02,7306529
375,tual,-5.6667,132.75,27.24,85,100,6.91,ID,2024-04-02,1623197
376,nova sintra,14.8667,-24.7167,19.72,80,31,10.59,CV,2024-04-02,3374117
377,cockburn town,21.4612,-71.1419,25.03,79,11,7.99,TC,2024-04-02,3576994
378,san fernando de monte cristi,19.8667,-71.65,25.72,80,91,9.23,DO,2024-04-02,3493174
379,christchurch,-43.5333,172.6333,16.85,71,86,7.72,NZ,2024-04-02,2192362
380,al khankah,30.2104,31.3681,20.82,52,0,3.09,EG,2024-04-02,360928
381,nema,57.5067,50.5011,3.0,100,100,3.08,RU,2024-04-02,522745
382,anadyr,64.75,177.4833,-9.44,85,20,15.0,RU,2024-04-02,2127202
383,westport,41.1415,-73.3579,6.42,89,100,8.23,US,2024-04-02,4845585
384,manokwari,-0.8667,134.0833,26.75,80,100,0.79,ID,2024-04-02,1636308
385,puerto san jose,13.9256,-90.8244,30.14,63,9,5.11,GT,2024-04-02,3591060
386,tazovsky,67.4667,78.7,-3.44,96,100,7.34,RU,2024-04-02,1489853
387,gavrilov posad,56.5597,40.1175,14.31,85,100,5.22,RU,2024-04-02,561783
388,tamanrasset,22.785,5.5228,23.95,10,0,1.54,DZ,2024-04-02,2478216
389,mar del plata,-38.0023,-57.5575,17.46,74,0,14.75,AR,2024-04-02,3430863
390,languyan,5.2618,120.0807,26.21,82,14,0.69,PH,2024-04-02,1707511
391,mongoumba,3.6415,18.5936,25.22,75,99,2.64,CF,2024-04-02,2384377
392,ras al khaimah city,25.7895,55.9432,17.12,67,0,2.57,AE,2024-04-02,291074
393,nenjiang,49.1833,125.2167,0.0,77,41,3.8,CN,2024-04-02,2035601
394,belmonte,-15.8631,-38.8828,26.61,87,100,2.11,BR,2024-04-02,3470137
395,desterro,-7.2906,-37.0939,23.63,85,87,2.16,BR,2024-04-02,3401060
396,aljezur,37.3191,-8.8033,15.0,96,82,2.38,PT,2024-04-02,2271968
397,okoneshnikovo,54.8377,75.0834,0.36,90,100,3.0,RU,2024-04-02,1496329
398,kismayo,-0.3582,42.5454,28.21,77,33,3.61,SO,2024-04-02,55671
399,sanibel,26.449,-82.0223,25.74,85,92,3.58,US,2024-04-02,4172052
400,xai-xai,-25.0519,33.6442,22.5,93,1,1.89,MZ,2024-04-02,1024552
401,cole harbour,44.6724,-63.4751,4.39,73,74,4.02,CA,2024-04-02,7280414
402,bengkulu,-3.8004,102.2655,25.26,90,71,1.68,ID,2024-04-02,1649150
403,lucas,41.6501,-83.6666,6.81,95,100,5.14,US,2024-04-02,5161413
404,mejit,10.2753,170.8646,26.81,72,100,7.84,MH,2024-04-02,7306523
405,old town,50.087,14.4202,9.13,68,0,7.72,CZ,2024-04-02,3065328
406,khash,28.2211,61.2158,12.53,35,48,3.22,IR,2024-04-02,1160571
407,argo,37.6333,22.7333,17.1,67,100,2.27,GR,2024-04-02,264670
408,kaa-khem,51.6833,94.7333,0.23,80,100,0.75,RU,2024-04-02,1505187
409,la ligua,-32.4524,-71.2311,19.81,39,31,1.8,CL,2024-04-02,3885456
410,pionerskiy,54.9508,20.2275,4.12,88,97,14.56,RU,2024-04-02,509437
411,berbera,10.4396,45.0143,27.4,85,100,2.47,SO,2024-04-02,64435
412,minas de marcona,-15.2119,-75.1103,18.78,72,82,4.78,PE,2024-04-02,3935288
413,goulburn,-34.75,149.7167,15.44,74,0,0.89,AU,2024-04-02,2164837
414,mossel bay,-34.1831,22.146,16.96,88,72,0.78,ZA,2024-04-02,973709
415,margate,51.3813,1.3862,9.48,92,100,5.81,GB,2024-04-02,2643044
416,port-vila,-17.7338,168.3219,28.78,79,75,6.69,VU,2024-04-02,2135171
417,boaz,34.2006,-86.1664,22.45,67,40,5.66,US,2024-04-02,4051059
418,gadani,25.1185,66.7299,25.12,82,78,6.06,PK,2024-04-02,1179185
419,kingscliff,-28.2667,153.5667,26.99,67,5,4.12,AU,2024-04-02,2161335
420,zhangzhou,24.5133,117.6556,21.96,92,7,0.57,CN,2024-04-02,1785018
421,hirara,24.8,125.2833,25.15,94,40,8.23,JP,2024-04-02,1862505
422,lugus,5.7036,120.8203,27.12,78,6,2.46,PH,2024-04-02,1705300
423,hohhot,40.8106,111.6522,4.16,33,0,2.0,CN,2024-04-02,2036892
424,cabo san lucas,22.8909,-109.9124,23.7,51,0,4.63,MX,2024-04-02,3985710
425,fort payne,34.4442,-85.7197,23.39,64,75,4.12,US,2024-04-02,4062861
426,al fqih ben calah,32.5009,-6.6906,15.05,77,42,2.84,MA,2024-04-02,2548830
427,port augusta,-32.5,137.7667,17.21,55,62,2.97,AU,2024-04-02,2063056
428,jianguang,28.1938,115.7836,20.54,96,100,1.98,CN,2024-04-02,1806248
429,edd,13.9297,41.6925,30.82,59,97,6.17,ER,2024-04-02,338345
430,askoy,60.4092,5.226,2.38,100,0,2.06,NO,2024-04-02,3162639
431,keflavik,64.0049,-22.5624,-0.76,100,100,6.17,IS,2024-04-02,3415496
432,porto murtinho,-21.6989,-57.8825,28.98,63,68,2.49,BR,2024-04-02,3452712
433,damanhur,31.0392,30.4691,14.97,80,0,2.52,EG,2024-04-02,358448
434,murzuq,25.9155,13.9184,23.31,15,0,3.92,LY,2024-04-02,2214603
435,ryotsu-minato,38.0833,138.4333,10.63,59,93,2.2,JP,2024-04-02,1853371
436,alo,7.4178,6.7371,28.97,71,79,2.81,NG,2024-04-02,2351470
437,colchester,51.8892,0.9042,9.55,92,100,6.85,GB,2024-04-02,2652618
438,mahalapye,-23.1041,26.8142,20.67,52,35,2.8,BW,2024-04-02,933471
439,ed damer,17.5928,33.9592,26.82,16,69,4.22,SD,2024-04-02,380173
440,carloforte,39.145,8.3058,13.8,74,78,1.78,IT,2024-04-02,2525348
441,muskegon heights,43.2011,-86.239,6.23,92,100,8.75,US,2024-04-02,5003140
442,rawson,-43.3002,-65.1023,17.26,35,72,18.27,AR,2024-04-02,3839307
443,syktyvkar,61.6764,50.8099,-0.15,93,100,6.0,RU,2024-04-02,485239
444,tsiombe,-25.3,45.4833,21.13,89,0,4.55,MG,2024-04-02,1054500
445,lerwick,60.1545,-1.1494,5.0,61,100,12.78,GB,2024-04-02,2644605
446,paradip garh,20.3167,86.6167,26.1,90,1,2.81,IN,2024-04-02,1260393
447,chu,43.5983,73.7614,7.27,62,97,1.81,KZ,2024-04-02,1519030
448,daru,-9.0763,143.2092,28.75,79,84,1.32,PG,2024-04-02,2098329
449,xanthi,41.1414,24.8836,15.68,61,47,2.07,GR,2024-04-02,733840
450,kurumkan,54.3,110.3,-8.26,81,7,3.13,RU,2024-04-02,2021188
451,champerico,14.3,-91.9167,33.3,65,5,5.77,GT,2024-04-02,3598787
452,north battleford,52.7834,-108.2847,8.05,61,0,5.66,CA,2024-04-02,6089404
453,runaway bay,18.4596,-77.3357,27.4,75,97,6.53,JM,2024-04-02,3488726
454,gandajika,-6.75,23.95,20.04,96,100,0.58,CD,2024-04-02,216449
455,la'ie,21.6477,-157.9253,26.85,70,88,1.79,US,2024-04-02,5850027
456,santo antonio,-6.3106,-35.4789,25.8,89,61,2.0,BR,2024-04-02,3389134
457,nuuk,64.1835,-51.7216,-1.66,74,18,3.6,GL,2024-04-02,3421319
458,xiahu,26.6106,119.9483,17.88,97,70,2.41,CN,2024-04-02,1790707
459,muisne,0.6,-80.0333,24.77,90,100,0.75,EC,2024-04-02,3653967
460,balikpapan,-1.2675,116.8289,25.55,89,20,1.54,ID,2024-04-02,1650527
461,praia da vitoria,38.7333,-27.0667,17.14,77,40,9.13,PT,2024-04-02,3372760
462,trairi,-3.2778,-39.2689,25.69,90,97,1.52,BR,2024-04-02,3386177
463,salahonda,2.1019,-78.7217,25.11,85,100,1.78,CO,2024-04-02,3672087
464,pucon,-39.2822,-71.9543,10.13,94,100,2.21,CL,2024-04-02,3875070
465,axim,4.8699,-2.2405,27.17,86,87,0.8,GH,2024-04-02,2303611
466,nguigmi,14.2495,13.1092,29.68,19,82,4.16,NE,2024-04-02,2440495
467,aldinga beach,-35.2793,138.4604,14.94,67,68,1.86,AU,2024-04-02,2065740
468,la union,-5.4,-80.75,27.6,55,95,6.91,PE,2024-04-02,3695466
469,mata-utu,-13.2816,-176.1745,29.7,77,95,7.8,WF,2024-04-02,4034821
470,trincomalee,8.5711,81.2335,27.23,87,100,3.4,LK,2024-04-02,1226260
471,nikolayevsk-on-amure,53.1406,140.73,-2.58,83,84,1.87,RU,2024-04-02,2122850
472,bakhmut,48.5956,37.9999,16.15,38,69,8.63,UA,2024-04-02,713174
473,safi,32.1667,-8.8333,12.84,71,27,3.76,MA,2024-04-02,2537878
474,sirsilla,18.3833,78.8333,31.7,31,92,2.71,IN,2024-04-02,1256039
475,orhangazi,40.4892,29.3089,14.74,60,77,2.6,TR,2024-04-02,741045
476,cameta,-2.2444,-49.4958,25.55,92,95,2.33,BR,2024-04-02,3403697
477,bardai,11.65,7.2333,28.31,15,32,2.89,NG,2024-04-02,2342490
478,changchun,43.88,125.3228,0.98,42,72,2.45,CN,2024-04-02,2038180
479,baikonur,45.6167,63.3167,9.04,53,2,4.28,KZ,2024-04-02,1521368
480,brak,27.5496,14.2714,22.8,12,7,3.85,LY,2024-04-02,2218478
481,merizo village,13.2658,144.6691,27.61,86,99,7.91,GU,2024-04-02,4043399
482,kropyvnytskyi,48.5132,32.2597,10.1,70,61,8.01,UA,2024-04-02,705812
483,shakawe,-18.3667,21.85,21.2,72,66,1.64,BW,2024-04-02,933077
484,ghadamis,30.1337,9.5007,21.59,33,44,8.6,LY,2024-04-02,2217440
485,oranjemund,-28.55,16.4333,15.5,89,15,3.46,NA,2024-04-02,3354071
486,vallenar,-28.5708,-70.7581,19.22,56,0,1.78,CL,2024-04-02,3868633
487,sinop,41.7711,34.8709,17.9,45,100,3.38,TR,2024-04-02,739598
488,al bayda',32.7627,21.7551,15.79,29,0,1.47,LY,2024-04-02,89055
489,acarau,-2.8856,-40.12,26.72,87,100,2.28,BR,2024-04-02,3408368
490,al jawf,29.5,38.75,21.07,23,3,5.15,SA,2024-04-02,109470
491,espirito santo do pinhal,-22.1158,-46.6828,20.07,81,93,2.05,BR,2024-04-02,3453807
492,ingeniero jacobacci,-41.3427,-69.5448,7.43,66,12,17.05,AR,2024-04-02,3853786
493,mukalla,14.5425,49.1242,26.05,76,65,1.8,YE,2024-04-02,78754
494,cavarzere,45.1356,12.0817,10.13,79,46,3.48,IT,2024-04-02,3179294
495,bageshwar,29.85,79.7667,14.6,39,100,1.13,IN,2024-04-02,1277907
496,simanggang,1.2472,111.4528,25.99,100,100,0.0,MY,2024-04-02,1735799
497,heroica guaymas,27.9333,-110.9,23.65,41,20,10.29,MX,2024-04-02,4005143
498,afif,23.9065,42.9172,16.76,78,54,4.74,SA,2024-04-02,110250
499,cova figueira,14.8905,-24.2934,20.17,79,11,7.26,CV,2024-04-02,3374707
500,fisterra,42.9049,-9.2629,14.3,89,20,9.11,ES,2024-04-02,3122426
501,terrace,54.5163,-128.6035,6.95,65,75,9.26,CA,2024-04-02,6162949
502,aykhal,66.0,111.5,-11.4,91,100,8.02,RU,2024-04-02,2027296
503,hami,42.8,93.45,6.34,42,23,0.69,CN,2024-04-02,1529484
504,tanumah,27.1,44.1333,20.67,22,66,4.49,SA,2024-04-02,101581
505,les avirons,-21.2418,55.3394,23.05,78,0,12.86,RE,2024-04-02,935608
506,yen bai,21.7,104.8667,23.19,86,1,1.19,VN,2024-04-02,1560349
507,port blair,11.6667,92.75,24.02,94,36,1.03,IN,2024-04-02,1259385
508,rongelap,11.1635,166.8941,26.7,81,100,7.8,MH,2024-04-02,7306520
509,fulton,33.7668,-84.4499,24.61,57,20,6.69,US,2024-04-02,4196508
510,sillod,20.3,75.65,26.38,27,69,3.21,IN,2024-04-02,1256269
511,joao pinheiro,-17.7425,-46.1725,22.07,92,100,1.3,BR,2024-04-02,3459785
512,gizo,-8.103,156.8419,28.59,76,87,3.6,SB,2024-04-02,2108857
513,lichuan,30.3,108.85,11.78,97,49,0.55,CN,2024-04-02,1803782
514,severo-yeniseyskiy,60.3725,93.0408,-6.9,96,99,1.79,RU,2024-04-02,1492566
515,bakanas,44.8081,76.2772,8.61,43,91,3.22,KZ,2024-04-02,1525850
516,praia,14.9215,-23.5087,22.3,78,20,7.72,CV,2024-04-02,3374333
517,papao,-17.75,-149.55,30.82,75,29,8.72,PF,2024-04-02,4033951
518,val-d'or,48.1002,-77.7828,6.05,26,20,5.66,CA,2024-04-02,6173017
519,nishinoomote,30.7333,131.0,23.31,94,75,5.14,JP,2024-04-02,1855203
520,sidney,-33.8679,151.2073,19.96,56,20,2.57,AU,2024-04-02,2147714
521,ponta delgada,37.7333,-25.6667,17.4,82,20,10.29,PT,2024-04-02,3372783
522,saint-louis,16.3333,-15.0,33.8,22,0,7.46,SN,2024-04-02,2246451
523,nanganga,-10.3833,39.15,22.74,97,100,0.82,TZ,2024-04-02,877605
524,greeley,40.4233,-104.7091,17.06,24,0,7.72,US,2024-04-02,5577592
525,bamboo flat,11.7,92.7167,24.05,94,36,1.03,IN,2024-04-02,1277476
526,cooma,-36.2333,149.1333,14.35,59,0,0.5,AU,2024-04-02,2170577
527,yuzhno-kurilsk,44.0306,145.8556,2.43,69,5,2.84,RU,2024-04-02,2119447
528,qinzhou,21.95,108.6167,23.53,93,44,4.44,CN,2024-04-02,1797551
529,beberibe,-4.1797,-38.1306,26.6,86,76,2.37,BR,2024-04-02,3405924
530,sitka,57.0531,-135.33,6.94,61,100,5.14,US,2024-04-02,5557293
531,lively,46.4334,-81.1498,10.01,37,91,6.84,CA,2024-04-02,6057842
532,teguise,29.0605,-13.564,17.12,77,20,4.63,ES,2024-04-02,2510573
533,puerto real,36.5282,-6.1901,13.23,94,0,0.0,ES,2024-04-02,2512169
534,selfoss,63.9331,-20.9971,-0.53,86,100,3.92,IS,2024-04-02,3413604
535,constitucion,-35.3333,-72.4167,13.49,96,100,1.01,CL,2024-04-02,3893726
536,yueyang,29.3333,113.0919,14.55,91,88,5.33,CN,2024-04-02,1927639
537,tosontsengel,48.7567,98.2839,-11.27,91,39,1.09,MN,2024-04-02,1515167
538,otjimbingwe,-22.35,16.1333,23.24,66,37,1.07,NA,2024-04-02,3353871
539,adrar,20.5022,-10.0711,30.0,18,38,5.9,MR,2024-04-02,2381972
540,sisimiut,66.9395,-53.6735,-4.28,80,91,3.09,GL,2024-04-02,3419842
541,gangolli,13.65,74.6667,25.19,78,15,1.83,IN,2024-04-02,1271642
542,antsiranana,-12.2787,49.2917,25.58,86,89,5.31,MG,2024-04-02,1069129
543,hammerfest,70.6634,23.6821,-5.75,79,75,3.6,NO,2024-04-02,779683
544,maragogi,-9.0122,-35.2225,27.82,82,74,2.66,BR,2024-04-02,3395458
545,yelizovo,53.1873,158.3805,3.08,44,0,3.0,RU,2024-04-02,2119538
546,burang,30.25,81.1667,-7.56,89,88,1.46,CN,2024-04-02,1281593
547,dryden,49.7833,-92.7503,6.16,36,75,4.63,CA,2024-04-02,5942913
548,palmer,42.1584,-72.3287,5.79,82,100,1.54,US,2024-04-02,4946620
549,lubao,14.9167,120.55,25.84,74,46,1.92,PH,2024-04-02,1705441
550,carmarthen,51.8555,-4.3054,10.88,100,100,9.26,GB,2024-04-02,2653755
551,badiyah,22.45,58.8,25.08,42,82,1.88,OM,2024-04-02,288902
552,port macquarie,-31.4333,152.9167,23.27,59,7,5.05,AU,2024-04-02,2152659
553,murghob,38.1702,73.9667,-6.92,63,99,1.15,TJ,2024-04-02,1220962
554,hauterive,46.0901,3.4459,11.66,72,100,2.13,FR,2024-04-02,3013748
555,yozgat,39.5833,35.3333,14.28,43,93,1.88,TR,2024-04-02,296560
556,kenai,60.5544,-151.2583,-1.97,64,0,4.12,US,2024-04-02,5866063
557,lorengau,-2.0226,147.2712,28.99,77,92,4.66,PG,2024-04-02,2092164
558,concordia,-31.393,-58.0209,18.77,86,28,2.68,AR,2024-04-02,3435261
559,goure,13.9835,10.2704,28.81,11,100,2.64,NE,2024-04-02,2444219
560,comodoro rivadavia,-45.8667,-67.5,8.92,81,75,7.2,AR,2024-04-02,3860443
561,taraz,42.9,71.3667,6.23,81,69,4.0,KZ,2024-04-02,1516905
562,mugia,43.1041,-9.2179,14.39,90,25,9.26,ES,2024-04-02,3115941
563,dara,15.3484,-15.4799,34.98,27,0,7.77,SN,2024-04-02,2253277
564,hola,51.5377,23.1902,9.1,79,100,9.01,PL,2024-04-02,756316
